id,ag_name,ag_cat
BE-16740,Tanz,Musik / Tanz
BE-16740,Fußball,Sport
BE-16740,Theater,Kunst / Kultur
BE-16740,Chor,Musik / Tanz
BE-16742,Tanz,Musik / Tanz
BE-16742,Judo,Sport
BE-16742,Fußball,Sport
BE-16742,Schulgarten,Umwelt
BE-16742,Computer,Naturwissenschaft / Technik
BE-16742,Konfliktlotsen,Gesellschaft / Partizipation
BE-16743,Schulgarten,Umwelt
BE-16743,Tanzen,Musik / Tanz
BE-16743,Theater,Kunst / Kultur
BE-16743,Erkunden anderer Länder,Gesellschaft / Partizipation
BE-16744,Computer,Naturwissenschaft / Technik
BE-16744,Tanz,Musik / Tanz
BE-16744,Mediation,Gesellschaft / Partizipation
BE-16744,Theater,Kunst / Kultur
BE-16744,Sport,Sport
BE-16744,Schülerzeitung,Literatur / Medien
BE-16744,Gartenarbeit,Umwelt
BE-16744,Schach,Sport
BE-16744,Breakdance,Musik / Tanz
BE-16746,Hausaufgaben,Berufsorientierung
BE-16746,Russisch,Sprachen
BE-16746,Homepage,Naturwissenschaft / Technik
BE-16746,Gardening,Umwelt
BE-16746,Französisch,Sprachen
BE-16746,Film,Literatur / Medien
BE-16746,Politik,Gesellschaft / Partizipation
BE-16746,Band,Musik / Tanz
BE-16746,Chor,Musik / Tanz
BE-16746,Gitarrenunterricht,Musik / Tanz
BE-16746,Basketball,Sport
BE-16746,Fußball,Sport
BE-16746,Tischtennis,Sport
BE-16746,Tanz,Musik / Tanz
BE-16747,Badminton,Sport
BE-16747,Flöte,Musik / Tanz
BE-16747,Gitarre,Musik / Tanz
BE-16747,Homepage,Naturwissenschaft / Technik
BE-16747,Medien,Literatur / Medien
BE-16747,Politische Bildung,Gesellschaft / Partizipation
BE-16747,Rudern,Sport
BE-16747,Chor,Musik / Tanz
BE-16754,Schulband,Musik / Tanz
BE-16755,Fußball,Sport
BE-16755,Basketball,Sport
BE-16755,Fitness,Sport
BE-16755,Bibliothek,Literatur / Medien
BE-16755,Tanz,Musik / Tanz
BE-16756,Theater,Kunst / Kultur
BE-16756,Fußball,Sport
BE-16756,Akrobatik,Sport
BE-16756,Volleyball,Sport
BE-16756,Schwimmen,Sport
BE-16756,Selbstverteidigung,Sport
BE-16756,Robotik,Naturwissenschaft / Technik
BE-16756,Schulband,Musik / Tanz
BE-16758,Theater,Kunst / Kultur
BE-16758,Kochen und Backen,Handwerk
BE-16758,Fußball,Sport
BE-16758,Ringen,Sport
BE-16758,Schach,Sport
BE-16758,Chor,Musik / Tanz
BE-16758,Gitarre,Musik / Tanz
BE-16758,Saxophon,Musik / Tanz
BE-16758,Orchester,Musik / Tanz
BE-16758,Trommeln,Musik / Tanz
BE-16758,Klavier,Musik / Tanz
BE-16758,Blockflöte,Musik / Tanz
BE-16758,Sprachförderung,Sprachen
BE-16758,Hausaufgabenbetreuung,Berufsorientierung
BE-16759,Foto,Literatur / Medien
BE-16759,Keramik,Handwerk
BE-16759,Malerei,Kunst / Kultur
BE-16759,Basketball,Sport
BE-16759,Judo,Sport
BE-16759,Volleyball,Sport
BE-16759,Chor,Musik / Tanz
BE-16759,Theater,Kunst / Kultur
BE-16759,Band,Musik / Tanz
BE-16759,Schülerzeitung,Literatur / Medien
BE-16759,Jugend forscht,Naturwissenschaft / Technik
BE-16761,Laufen,Sport
BE-16761,Volleyball,Sport
BE-16761,Instrumentalkreis,Musik / Tanz
BE-16761,Trommeln,Musik / Tanz
BE-16761,Chor,Musik / Tanz
BE-16761,Big Band,Musik / Tanz
BE-16761,Homepage,Naturwissenschaft / Technik
BE-16761,Schach,Sport
BE-16761,Schulgarten,Umwelt
BE-16761,DELF,Sprachen
BE-16761,Philosophie,Gesellschaft / Partizipation
BE-16761,Russisch,Sprachen
BE-16761,Film,Literatur / Medien
BE-16761,Schülerzeitung,Literatur / Medien
BE-16767,Theater,Kunst / Kultur
BE-16770,Cafeteria,Gesellschaft / Partizipation
BE-16770,Chor,Musik / Tanz
BE-16770,Chemie,Naturwissenschaft / Technik
BE-16770,Debattieren,Gesellschaft / Partizipation
BE-16770,Filmclub,Literatur / Medien
BE-16770,Fußball,Sport
BE-16770,Judo,Sport
BE-16770,Latein,Sprachen
BE-16770,Leichtathletik,Sport
BE-16770,Mediation,Gesellschaft / Partizipation
BE-16770,Philosophie,Gesellschaft / Partizipation
BE-16770,Religion,Gesellschaft / Partizipation
BE-16770,Schach,Sport
BE-16770,Spanisch,Sprachen
BE-16770,Tanzen,Musik / Tanz
BE-16770,Tierpflege,Umwelt
BE-16770,Windsurfen,Sport
BE-16773,Chinesisch,Sprachen
BE-16773,Spanisch,Sprachen
BE-16773,Sport,Sport
BE-16773,Theater,Kunst / Kultur
BE-16773,Windsurfen,Sport
BE-16773,Schulband,Musik / Tanz
BE-16773,Chor,Musik / Tanz
BE-16782,Basketball,Sport
BE-16782,Fußball,Sport
BE-16782,Fechten,Sport
BE-16782,Schach,Sport
BE-16782,Badminton,Sport
BE-16782,Schülerzeitung,Literatur / Medien
BE-16782,Tischtennis,Sport
BE-16782,Tanz,Musik / Tanz
BE-16782,Orientalischer Tanz,Musik / Tanz
BE-16782,Gitarre,Musik / Tanz
BE-16782,Chor,Musik / Tanz
BE-16782,Plastisches Gestalten,Kunst / Kultur
BE-16786,Chor,Musik / Tanz
BE-16786,Kunst,Kunst / Kultur
BE-16786,Kreatives Schreiben,Literatur / Medien
BE-16786,Fußball,Sport
BE-16786,Hockey,Sport
BE-16786,Judo,Sport
BE-16786,Tischtennis,Sport
BE-16786,Basketball,Sport
BE-16786,Schulhofgestaltung,Gesellschaft / Partizipation
BE-16786,Spanisch,Sprachen
BE-16786,Türkisch,Sprachen
BE-16786,Hebräisch,Sprachen
BE-16786,Russisch,Sprachen
BE-16786,Computer,Naturwissenschaft / Technik
BE-16787,Basketball,Sport
BE-16787,Bauchtanz,Musik / Tanz
BE-16787,Hockey,Sport
BE-16787,Chor,Musik / Tanz
BE-16787,Orchester,Musik / Tanz
BE-16788,Chor,Musik / Tanz
BE-16788,Umwelt,Umwelt
BE-16788,Yoga,Sport
BE-16788,Schülerzeitung,Literatur / Medien
BE-16788,Leichtathletik,Sport
BE-16788,Konfliktlotsen,Gesellschaft / Partizipation
BE-16788,Fußball,Sport
BE-16789,Jazz,Musik / Tanz
BE-16789,Chor,Musik / Tanz
BE-16789,Schach,Sport
BE-16789,Basketball,Sport
BE-16789,Fußball,Sport
BE-16789,Tischtennis,Sport
BE-16789,Streetdance,Musik / Tanz
BE-16789,Theater,Kunst / Kultur
BE-16789,Keramik,Handwerk
BE-16822,Schulband,Musik / Tanz
BE-16822,Französisch,Sprachen
BE-16822,Schach,Sport
BE-16822,Chor,Musik / Tanz
BE-16822,Fußball,Sport
BE-16822,Holzwerkstatt,Handwerk
BE-16822,Computer,Naturwissenschaft / Technik
BE-16822,Spanisch,Sprachen
BE-16822,Judo,Sport
BE-16822,Leseclub,Literatur / Medien
BE-16822,Lebenskunde,Gesellschaft / Partizipation
BE-16822,Zirkus,Kunst / Kultur
BE-16857,Kochen,Handwerk
BE-16857,Fußball,Sport
BE-16857,Nähen,Handwerk
BE-16857,Spanisch,Sprachen
BE-16857,Homepage,Naturwissenschaft / Technik
BE-16857,Volleyball,Sport
BE-16857,Nachhilfe,Berufsorientierung
BE-16860,Kochen,Handwerk
BE-16860,Handball,Sport
BE-16860,Judo,Sport
BE-16860,Türkisch,Sprachen
BE-16860,Chor,Musik / Tanz
BE-16860,Schach,Sport
BE-16860,Französisch,Sprachen
BE-16863,Chor,Musik / Tanz
BE-16863,Schach,Sport
BE-16886,Fußball,Sport
BE-16886,Selbstverteidigung,Sport
BE-16886,Holzbearbeitung,Handwerk
BE-16887,Fußball,Sport
BE-16887,Selbstverteidigung,Sport
BE-16887,Holzbearbeitung,Handwerk
BE-16894,Kunst,Kunst / Kultur
BE-16894,Musik,Musik / Tanz
BE-16894,Fußball,Sport
BE-16894,Basketball,Sport
BE-16894,Streetdance,Musik / Tanz
BE-16894,Schulgarten,Umwelt
BE-16894,Technik,Naturwissenschaft / Technik
BE-16894,Schülerfirma,Gesellschaft / Partizipation
BE-16913,Holzbearbeitung,Handwerk
BE-16913,Chor,Musik / Tanz
