Schule;ID;school_type;Partner_name;Type_grob;Type_mittel;Type_detail
Ellen-Key-Schule;BE-15890;Integrierte Sekundarschule;im Rahmen von TUSCH Kooperation mit Gorilla Theater e.V.;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Ernst-Reuter-Schule;BE-16202;Integrierte Sekundarschule;im Rahmen von TUSCH Zusammenarbeit mit dem Deutschen Theater;Öffentliche Infrastruktur;Öffentliche Infrastruktur (Kultur);Theater
Willy-Brandt-Schule;BE-16201;Integrierte Sekundarschule;IN VIA Jugendmigrationsdienst;Religiöse Einrichtung;Kirchliche Einrichtung;
Friedensburg-Schule;BE-15923;Integrierte Sekundarschule;Industrie- und Handelskammer (IHK) zu Berlin;Verband / Kammer / Innung / Gewerkschaft;Öffentliche Infrastruktur (Amt);
Johanna-Eck-Schule (Integrierte Sekundarschule);BE-15700;Integrierte Sekundarschule;Industrie- und Handelskammer (IHK) zu Berlin;Verband / Kammer / Innung / Gewerkschaft;Öffentliche Infrastruktur (Amt);
Lina-Morgenstern-Schule (Gemeinschaftsschule);BE-16274;Integrierte Sekundarschule;Industrie- und Handelskammer (IHK) zu Berlin;Verband / Kammer / Innung / Gewerkschaft;Öffentliche Infrastruktur (Amt);
Refik-Veseli-Schule (Integrierte Sekundarschule);BE-16457;Integrierte Sekundarschule;Industrie- und Handelskammer (IHK) zu Berlin;Verband / Kammer / Innung / Gewerkschaft;Öffentliche Infrastruktur (Amt);
Theodor-Haubach-Schule;BE-15701;Integrierte Sekundarschule;Industrie- und Handelskammer (IHK) zu Berlin;Verband / Kammer / Innung / Gewerkschaft;Öffentliche Infrastruktur (Amt);
Ernst-Schering-Schule;BE-16388;Integrierte Sekundarschule;Industrie- und Handelskammer (IHK) zu Berlin;Verband / Kammer / Innung / Gewerkschaft;Öffentliche Infrastruktur (Amt);
Albrecht-von-Graefe-Schule (Integrierte Sekundarschule);BE-16610;Integrierte Sekundarschule;Industrie- und Handelskammer zu Berlin (IHK);Verband / Kammer / Innung / Gewerkschaft;Öffentliche Infrastruktur (Amt);
Isaac-Newton-Schule (Integrierte Sekundarschule);BE-16311;Integrierte Sekundarschule;Innung - Sanitär - Heizung - Klempner (SHK) Berlin;Wirtschaftsakteur;Wirtschaftsakteur;
Kurt-Tucholsky-Schule (Integrierte Sekundarschule);BE-16345;Integrierte Sekundarschule;Institut für Anglistik und Amerikanistik der Humboldt-Universität zu Berlin;Öffentliche Infrastruktur;Öffentliche Infrastruktur (Bildung/Uni/Hochschule/Forschung);Universität/Hochschule/Forschungsinstitut
Gemeinschaftsschule auf dem Campus Rütli;BE-16758;Integrierte Sekundarschule;Institut für berufliche Bildung und Weiterbildung e.V.;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Bröndby-Schule (Integrierte Sekundarschule);BE-15682;Integrierte Sekundarschule;Institut für Produktives Lernen in Europa (IPLE);Öffentliche Infrastruktur;Familien-/Bildungs-/Kulturzentrum;
Jean-Piaget-Schule;BE-16575;Integrierte Sekundarschule;Institut für Produktives Lernen in Europa (IPLE);Öffentliche Infrastruktur;Öffentliche Infrastruktur (Bildung/Uni/Hochschule/Forschung);Universität/Hochschule/Forschungsinstitut
Paula-Fürst-Schule (Gemeinschaftsschule);BE-16470;Integrierte Sekundarschule;Institut für Produktives Lernen in Europa (IPLE);Öffentliche Infrastruktur;Öffentliche Infrastruktur (Bildung/Uni/Hochschule/Forschung);Universität/Hochschule/Forschungsinstitut
Refik-Veseli-Schule (Integrierte Sekundarschule);BE-16457;Integrierte Sekundarschule;Institut für Produktives Lernen in Europa (IPLE);Öffentliche Infrastruktur;Öffentliche Infrastruktur (Bildung/Uni/Hochschule/Forschung);Universität/Hochschule/Forschungsinstitut
Reinhold-Burger-Schule;BE-16297;Integrierte Sekundarschule;Institut für Produktives Lernen in Europa (IPLE);Öffentliche Infrastruktur;Öffentliche Infrastruktur (Bildung/Uni/Hochschule/Forschung);Universität/Hochschule/Forschungsinstitut
Willy-Brandt-Schule;BE-16201;Integrierte Sekundarschule;Institut für Produktives Lernen in Europa (IPLE);Öffentliche Infrastruktur;Öffentliche Infrastruktur (Bildung/Uni/Hochschule/Forschung);Universität/Hochschule/Forschungsinstitut
Friedensburg-Schule;BE-15923;Integrierte Sekundarschule;Institut für Produktives Lernen in Europa (IPLE);Öffentliche Infrastruktur;Öffentliche Infrastruktur (Bildung/Uni/Hochschule/Forschung);Universität/Hochschule/Forschungsinstitut
Hufeland-Schule (Integrierte Sekundarschule);BE-16605;Integrierte Sekundarschule;Institut für Produktives Lernen in Europa (IPLE);Öffentliche Infrastruktur;Öffentliche Infrastruktur (Bildung/Uni/Hochschule/Forschung);Universität/Hochschule/Forschungsinstitut
Kurt-Schwitters-Schule;BE-16736;Integrierte Sekundarschule;Institut für Talententwicklung;Wirtschaftsakteur;Wirtschaftsakteur;
Ellen-Key-Schule;BE-15890;Integrierte Sekundarschule;INTEGRA gemeinnützige GmbH zur Förderung von Behinderten in den Bereichen Arbeit-Freizeit-Erholung;Wirtschaftsakteur;Wirtschaftsakteur;
Heinz-Brandt-Schule;BE-16286;Integrierte Sekundarschule;Integration und Demokratie e.V.;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Willy-Brandt-Schule;BE-16201;Integrierte Sekundarschule;Integration und Demokratie e.V.;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Georg-Klingenberg-Schule;BE-16585;Integrierte Sekundarschule;Intel GmbH;Wirtschaftsakteur;Wirtschaftsakteur;
Heinrich-Böll-Oberschule (Integrierte Sekundarschule);BE-16369;Integrierte Sekundarschule;intermezzo e. V. (Jugendberatung intermezzo - Beratung zum Übergang Schule-Beruf);Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Thüringen-Schule (Gemeinschaftsschule);BE-16496;Integrierte Sekundarschule;Internationale Bildungs- und Begegnungsstätte;Unbestimmt;Familien-/Bildungs-/Kulturzentrum;
Isaac-Newton-Schule (Integrierte Sekundarschule);BE-16311;Integrierte Sekundarschule;IpeA GmbH (digitale Bildtechnologie);Wirtschaftsakteur;Wirtschaftsakteur;
Albrecht-von-Graefe-Schule (Integrierte Sekundarschule);BE-16610;Integrierte Sekundarschule;Jobentdecker;Gemeinnütziger Akteur;Modell/Förderprogramm/Projekt;
Hedwig-Dohm-Schule (Integrierte Sekundarschule);BE-16044;Integrierte Sekundarschule;Jugend- und Familienhilfe;Unbestimmt;Unklar;
Philipp-Reis-Schule (Integrierte Sekundarschule);BE-16468;Integrierte Sekundarschule;Jugend- und Familienhilfe;Unbestimmt;Unklar;
Philipp-Reis-Schule (Integrierte Sekundarschule);BE-16468;Integrierte Sekundarschule;Jugendamt Lichtenberg;Öffentliche Infrastruktur;Öffentliche Infrastruktur (Jugend/Kinderfürsorge);
Thüringen-Schule (Gemeinschaftsschule);BE-16496;Integrierte Sekundarschule;Jugendamt Marzahn-Hellersdorf;Öffentliche Infrastruktur;Öffentliche Infrastruktur (Jugend/Kinderfürsorge);
Alfred-Nobel-Schule;BE-16756;Integrierte Sekundarschule;Jugendamt Neukölln;Öffentliche Infrastruktur;Öffentliche Infrastruktur (Jugend/Kinderfürsorge);
Hufeland-Schule (Integrierte Sekundarschule);BE-16605;Integrierte Sekundarschule;Jugendamt Pankow;Öffentliche Infrastruktur;Öffentliche Infrastruktur (Jugend/Kinderfürsorge);
Reinhold-Burger-Schule;BE-16297;Integrierte Sekundarschule;Jugendamt Pankow;Öffentliche Infrastruktur;Öffentliche Infrastruktur (Jugend/Kinderfürsorge);
Kopernikus-Schule (Integrierte Sekundarschule);BE-15681;Integrierte Sekundarschule;Jugendamt Steglitz-Zehlendorf;Öffentliche Infrastruktur;Öffentliche Infrastruktur (Jugend/Kinderfürsorge);
Wolfgang-Borchert-Schule (Integrierte Sekundarschule);BE-16767;Integrierte Sekundarschule;Jugendarbeit Evangelischer Kirchenkreis Spandau;Religiöse Einrichtung;Kirchliche Einrichtung;
Heinrich-von-Stephan-Schule (Gemeinschaftsschule);BE-16043;Integrierte Sekundarschule;Jugendberatungshaus compass.mitte;Wirtschaftsakteur;Familien-/Bildungs-/Kulturzentrum;
Ernst-Reuter-Schule;BE-16202;Integrierte Sekundarschule;Jugendberatungshaus compass.mitte (von Zukunftsbau GmbH);Wirtschaftsakteur;Wirtschaftsakteur;
Willy-Brandt-Schule;BE-16201;Integrierte Sekundarschule;Jugendberatungshaus compass.mitte (von Zukunftsbau GmbH);Wirtschaftsakteur;Wirtschaftsakteur;
Alfred-Nobel-Schule;BE-16756;Integrierte Sekundarschule;Jugendberatungshaus des Neuköllner Netzwerks Berufshilfe (NNB) e.V.;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Willy-Brandt-Schule;BE-16201;Integrierte Sekundarschule;Jugendberatungshaus sos.mitte (von SOS Kinderdorf e.V.);Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Jean-Krämer-Schule (Integrierte Sekundarschule) Wittenau;BE-16415;Integrierte Sekundarschule;Jugendbildungsstätte Kaubstraße;Gemeinnütziger Akteur;Familien-/Bildungs-/Kulturzentrum;
Kepler-Schule;BE-16755;Integrierte Sekundarschule;Jugendbildungsstätte Kaubstraße e.V.;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Willy-Brandt-Schule;BE-16201;Integrierte Sekundarschule;Jugendbildungsstätte Kaubstraße e.V.;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Konrad-Wachsmann-Schule;BE-16436;Integrierte Sekundarschule;Jugendbildungsstätte Kurt Löwenstein e.V. in Werneuchen (Brandenburg);Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Hufeland-Schule (Integrierte Sekundarschule);BE-16605;Integrierte Sekundarschule;Jugendbund djo-Deutscher Regenbogen Landesverband Berlin e.V. (Jugendhilfe);Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Hemingway-Schule;BE-15979;Integrierte Sekundarschule;"Jugendclub new way (Träger: Stiftung Sozialpädagogisches Institut Walter May)""u"""uge";Gemeinnütziger Akteur;Gemeinnütziger Akteur;Stiftung
Philipp-Reis-Schule (Integrierte Sekundarschule);BE-16468;Integrierte Sekundarschule;"Jugendclub OCB - Offener Club Berlin in der Werneuchener Straße 15b des Vereins für ambulante Versorgung Hohenschönhausen e.V.""ugendclub OCB - Offener Club Berlin" in der Werneuchener Straße 15b des Vereins für ambula""gendclub OCB - Offener Club Berlin" in der Werneuchene""endclub OCB - Offen"""ugendclub OCB - Offener Club Berlin in der Werneuchener Straße 15b des Vereins für ambulante Versorgung Hohenschönhausen e.V.""ugendclub OCB - Offener Club Berlin" in de""gendclub OCB - Offener Club Berlin in der W";Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Gemeinschaftsschule nach der Pädagogik Berthold Ottos;BE-16667;Integrierte Sekundarschule;Jugendfreizeiteinrichtung Albrecht Dürer in der Memlingstraße;Öffentliche Infrastruktur;Familien-/Bildungs-/Kulturzentrum;
Reinhold-Burger-Schule;BE-16297;Integrierte Sekundarschule;Jugendfreizeiteinrichtung Mühlenstraße 24;Gemeinnütziger Akteur;Familien-/Bildungs-/Kulturzentrum;
Kurt-Schwitters-Schule;BE-16736;Integrierte Sekundarschule;Jugendhaus Königstadt in der Saarbrücker Straße 24;Öffentliche Infrastruktur;Familien-/Bildungs-/Kulturzentrum;
Herbert-Hoover-Schule (Integrierte Sekundarschule);BE-16089;Integrierte Sekundarschule;JugendKulturZentrum PUMPE;Öffentliche Infrastruktur;Familien-/Bildungs-/Kulturzentrum;
Fritz-Reuter-Schule;BE-16466;Integrierte Sekundarschule;Jugendkunstschule Lichtenberg;Gemeinnütziger Akteur;Familien-/Bildungs-/Kulturzentrum;
Herbert-Hoover-Schule (Integrierte Sekundarschule);BE-16089;Integrierte Sekundarschule;Jugendkunstschule Mitte;Gemeinnütziger Akteur;Familien-/Bildungs-/Kulturzentrum;Kunstschule
Reinhold-Burger-Schule;BE-16297;Integrierte Sekundarschule;Jugendkunstschule Pankow;Gemeinnütziger Akteur;Familien-/Bildungs-/Kulturzentrum;
Tesla-Schule (Gemeinschaftsschule);BE-16146;Integrierte Sekundarschule;JugendTechnikSchule im Freizeit- und Erholungszentrum Wuhlheide (FEZ);Gemeinnütziger Akteur;Familien-/Bildungs-/Kulturzentrum;
Grünauer Gemeinschaftsschule;BE-16336;Integrierte Sekundarschule;Jugendwerk Aufbau Ost e.V.;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Johann-Julius-Hecker-Schule;BE-16705;Integrierte Sekundarschule;Jugendwerk Aufbau Ost e.V.;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Thüringen-Schule (Gemeinschaftsschule);BE-16496;Integrierte Sekundarschule;Jugendwerk Aufbau Ost e.V.;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Gemeinschaftsschule auf dem Campus Rütli;BE-16758;Integrierte Sekundarschule;Jugendwohnen im Kiez e.V;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Otto-Hahn-Schule;BE-15719;Integrierte Sekundarschule;Junges Ensemble Berlin e.V.;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Theodor-Haubach-Schule;BE-15701;Integrierte Sekundarschule;KAELTRO Scholz KG (Gebäudetechnik);Wirtschaftsakteur;Wirtschaftsakteur;
Martin-Buber-Oberschule (Integrierte Sekundarschule);BE-16366;Integrierte Sekundarschule;Kamerun;Unbestimmt;Unklar;Land
Gemeinschaftsschule auf dem Campus Rütli;BE-16758;Integrierte Sekundarschule;Karl-Konrad-und-Ria-Groeben-Stiftung;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Stiftung
Kopernikus-Schule (Integrierte Sekundarschule);BE-15681;Integrierte Sekundarschule;KARUNA Zukunft für Kinder und Jugendliche in Not Int. e.V.;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Max-von-Laue-Schule;BE-15841;Integrierte Sekundarschule;Kaufland Warenhandel GmbH & Co. KG;Wirtschaftsakteur;Wirtschaftsakteur;
Konrad-Wachsmann-Schule;BE-16436;Integrierte Sekundarschule;KIDS & CO gemeinnütziger Verein zur Förderung von Kindern und Jugendlichen;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Stiftung
Thüringen-Schule (Gemeinschaftsschule);BE-16496;Integrierte Sekundarschule;KIDS & CO gemeinnütziger Verein zur Förderung von Kindern und Jugendlichen;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Wolfgang-Amadeus-Mozart-Schule (Gemeinschaftsschule);BE-16629;Integrierte Sekundarschule;KIDS & CO gemeinnütziger Verein zur Förderung von Kindern und Jugendlichen;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Paula-Fürst-Schule (Gemeinschaftsschule);BE-16470;Integrierte Sekundarschule;Kiezküchen GmbH (Bildungsmarkt e. V.);Wirtschaftsakteur;Wirtschaftsakteur;
Heinz-Brandt-Schule;BE-16286;Integrierte Sekundarschule;Kiezküchen GmbH (Tochtergesellschaft von Bildungsmarkt e.V.);Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Gemeinschaftsschule auf dem Campus Rütli;BE-16758;Integrierte Sekundarschule;Kinder- und Jugendclub MANEGE in der Rütlistraße von FUSION Intercultural Projects Berlin e.V.;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Grünauer Gemeinschaftsschule;BE-16336;Integrierte Sekundarschule;Kinder- und Jugenderholungszentrum Frauensee;Gemeinnütziger Akteur;Familien-/Bildungs-/Kulturzentrum;
Janusz-Korczak-Schule (Integrierte Sekundarschule);BE-16298;Integrierte Sekundarschule;Kinder- und Jugendfreizeiteinrichtung M24;Öffentliche Infrastruktur;Familien-/Bildungs-/Kulturzentrum;
Grünauer Gemeinschaftsschule;BE-16336;Integrierte Sekundarschule;Kinder- und Jugendzirkus CABUWAZI (GrenzKultur gGmbH);Gemeinnütziger Akteur;Gemeinnütziger Akteur;gGmbH
Heinz-Brandt-Schule;BE-16286;Integrierte Sekundarschule;Kinder- und Jugendzirkus CABUWAZI (GrenzKultur gGmbH);Gemeinnütziger Akteur;Gemeinnütziger Akteur;gGmbH
Röntgen-Schule;BE-16760;Integrierte Sekundarschule;Kinder- und Jugendzirkus CABUWAZI (GrenzKultur gGmbH);Gemeinnütziger Akteur;Gemeinnütziger Akteur;gGmbH
Fritz-Reuter-Schule;BE-16466;Integrierte Sekundarschule;Kinder-und Jugendfreizeitstätte Holzwurmhaus;Wirtschaftsakteur;Familien-/Bildungs-/Kulturzentrum;
Philipp-Reis-Schule (Integrierte Sekundarschule);BE-16468;Integrierte Sekundarschule;Kinderhaus Berlin - Mark Brandenburg e.V. - Ein Verbund sozialpädagogischer Projekte in der Neustrelitzer Straße 57;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Kurt-Tucholsky-Schule (Integrierte Sekundarschule);BE-16345;Integrierte Sekundarschule;Kinderring Berlin e.V.;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Isaac-Newton-Schule (Integrierte Sekundarschule);BE-16311;Integrierte Sekundarschule;Kinderring Berlin e.V. (Kinder- und Jugendfreizeitarbeit);Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Isaac-Newton-Schule (Integrierte Sekundarschule);BE-16311;Integrierte Sekundarschule;Kita in der Griechischen Allee;Öffentliche Infrastruktur;Öffentliche Infrastruktur (Jugend/Kinderfürsorge);kinderbetreuung
Anna-Seghers-Schule (Gemeinschaftsschule);BE-15787;Integrierte Sekundarschule;Kita in der Moissistraße 17 - 19;Öffentliche Infrastruktur;Öffentliche Infrastruktur (Jugend/Kinderfürsorge);kinderbetreuung
Wolfgang-Amadeus-Mozart-Schule (Gemeinschaftsschule);BE-16629;Integrierte Sekundarschule;"Kita Lach und Krach in der Suhler Straße 43""ita Lach und Krach" in d""ta La"""ita Lach und Krach in der Suhler ";Öffentliche Infrastruktur;Öffentliche Infrastruktur (Jugend/Kinderfürsorge);kinderbetreuung
Grünauer Gemeinschaftsschule;BE-16336;Integrierte Sekundarschule;Kitas in der Umgebung u.v.m.;Öffentliche Infrastruktur;Öffentliche Infrastruktur (Jugend/Kinderfürsorge);kinderbetreuung
Ernst-Haeckel-Schule;BE-16547;Integrierte Sekundarschule;Knorr-Bremse AG;Wirtschaftsakteur;Wirtschaftsakteur;
Albrecht-von-Graefe-Schule (Integrierte Sekundarschule);BE-16610;Integrierte Sekundarschule;Komm auf Tour;Unbestimmt;Unklar;
Carl-von-Ossietzky-Schule (Gemeinschaftsschule);BE-16272;Integrierte Sekundarschule;kompaX:mentos (Träger: Gesellschaft für berufsbildende Maßnahmen e. V.);Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Bertolt-Brecht-Oberschule (Integrierte Sekundarschule);BE-16092;Integrierte Sekundarschule;Kompaxx e.V. Berlin (Jugendhilfe);Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Wilma-Rudolph-Schule (Integrierte Sekundarschule);BE-15619;Integrierte Sekundarschule;Kontaktstelle für Umwelt und Entwicklung e.V.;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Albrecht-von-Graefe-Schule (Integrierte Sekundarschule);BE-16610;Integrierte Sekundarschule;Kooperation mit der FU: Projekt TuWas;Öffentliche Infrastruktur;Öffentliche Infrastruktur (Bildung/Uni/Hochschule/Forschung);Universität/Hochschule/Forschungsinstitut
Evangelische Schule Charlottenburg (Integrierte Sekundarschule);BE-16312;Integrierte Sekundarschule;Kooperation mit Sportvereinen;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Albrecht-von-Graefe-Schule (Integrierte Sekundarschule);BE-16610;Integrierte Sekundarschule;Kooperationen mit Schulen im Graefekiez;Partnerschule;Partnerschule;
Johann-Julius-Hecker-Schule;BE-16705;Integrierte Sekundarschule;Kooperationen mit verschiedenen Versicherungen;Wirtschaftsakteur;Wirtschaftsakteur;
Carl-Bosch-Schule;BE-16379;Integrierte Sekundarschule;"Kooperationsvereinbarung im Rahmen des IHK-Projektes Partnerschaft Schule - Betrieb mit GRG Services Berlin GmbH & Co. KG (Gebäudedienstleistungen)""ooperationsvereinbarung im Rahmen des IHK-Projektes Partnerschaf"""ooperationsvereinbarung im Rahmen des IHK-Projektes Partnerschaft ";Wirtschaftsakteur;Wirtschaftsakteur;
Martin-Buber-Oberschule (Integrierte Sekundarschule);BE-16366;Integrierte Sekundarschule;Korea;Unbestimmt;Unklar;Land
Friedensburg-Schule;BE-15923;Integrierte Sekundarschule;KREATIVHAUS Berlin - Theaterpädagogisches Zentrum und Mehrgenerationenhaus;Gemeinnütziger Akteur;Familien-/Bildungs-/Kulturzentrum;
Hector-Peterson-Schule;BE-16273;Integrierte Sekundarschule;Kreuzberger Musikalische Aktion (KMA);Gemeinnütziger Akteur;Musikschule/musikalische Einrichtung;
Albrecht-von-Graefe-Schule (Integrierte Sekundarschule);BE-16610;Integrierte Sekundarschule;Kreuzberger Musikalische Aktion (KMA) - Antenne;Gemeinnütziger Akteur;Musikschule/musikalische Einrichtung;
Kepler-Schule;BE-16755;Integrierte Sekundarschule;KUBUS gemeinnützige Gesellschaft für soziale Arbeit mbh;Gemeinnütziger Akteur;Gemeinnütziger Akteur;gGmbH
Hermann-von-Helmholtz-Schule;BE-15718;Integrierte Sekundarschule;KUBUS gemeinnützige Gesellschaft für soziale Arbeit mbh;Gemeinnütziger Akteur;Gemeinnütziger Akteur;GgmbH
Herbert-Hoover-Schule (Integrierte Sekundarschule);BE-16089;Integrierte Sekundarschule;Kultureller Bildungsverbund Pankstraße;Verband / Kammer / Innung / Gewerkschaft;Familien-/Bildungs-/Kulturzentrum;
Jean-Krämer-Schule (Integrierte Sekundarschule) Wittenau;BE-16415;Integrierte Sekundarschule;Kulturring in Berlin e.V.;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Carl-von-Ossietzky-Schule (Gemeinschaftsschule);BE-16272;Integrierte Sekundarschule;KUMULUS - Bildungsberatung und Ausbildungsstellenvermittlung für Jugendliche mit Migrationshintergrund (ein Projekt von Arbeit & Bildung e.V.);Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Ellen-Key-Schule;BE-15890;Integrierte Sekundarschule;KUMULUS - Bildungsberatung und Ausbildungsstellenvermittlung für Jugendliche mit Migrationshintergrund (ein Projekt von Arbeit & Bildung e.V.);Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Lina-Morgenstern-Schule (Gemeinschaftsschule);BE-16274;Integrierte Sekundarschule;KUMULUS - Bildungsberatung und Ausbildungsstellenvermittlung für Jugendliche mit Migrationshintergrund (ein Projekt von Arbeit & Bildung e.V.);Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Otto-Hahn-Schule;BE-15719;Integrierte Sekundarschule;KUMULUS - Bildungsberatung und Ausbildungsstellenvermittlung für Jugendliche mit Migrationshintergrund (ein Projekt von Arbeit & Bildung e.V.);Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Ernst-Reuter-Schule;BE-16202;Integrierte Sekundarschule;KUMULUS - Bildungsberatung und Ausbildungsvermittlung für Jugendliche mit Migrationshintergrund (von Arbeit & Bildung e.V.);Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Albrecht-von-Graefe-Schule (Integrierte Sekundarschule);BE-16610;Integrierte Sekundarschule;KUMULUS e.V.;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Hector-Peterson-Schule;BE-16273;Integrierte Sekundarschule;Kunst- und Kulturzentrum Schlesische 27;Gemeinnütziger Akteur;Familien-/Bildungs-/Kulturzentrum;
Hufeland-Schule (Integrierte Sekundarschule);BE-16605;Integrierte Sekundarschule;Künstlerhof Berlin-Buch;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Peter-Ustinov-Schule;BE-16401;Integrierte Sekundarschule;L4 - Institut für Digitale Kommunikation;Wirtschaftsakteur;Wirtschaftsakteur;
Reinhold-Burger-Schule;BE-16297;Integrierte Sekundarschule;Lackierer- und Malerinnung Berlin;Wirtschaftsakteur;Wirtschaftsakteur;
Flatow-Oberschule;BE-16255;Integrierte Sekundarschule;Landes-Kanu-Verband Berlin e.V.;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Ferdinand-Freiligrath-Schule (Integrierte Sekundarschule);BE-15886;Integrierte Sekundarschule;Landesarbeitsgemeinschaft Berlin zur Verhütung von Zahnerkrankungen LAG e.V.;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Flatow-Oberschule;BE-16255;Integrierte Sekundarschule;Landesruderverband Berlin e.V.;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Sportschule im Olympiapark - Poelchau-Schule;BE-16708;Integrierte Sekundarschule;Landesruderverband Berlin e.V.;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Flatow-Oberschule;BE-16255;Integrierte Sekundarschule;Landessportbund Berlin e.V. (SportJugendBerlin);Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Integrierte Sekundarschule Wilmersdorf;BE-15799;Integrierte Sekundarschule;Landessportbund Berlin e.V. (SportJugendBerlin);Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Kerschensteiner-Schule;BE-16176;Integrierte Sekundarschule;Landessportbund Berlin e.V. (SportJugendBerlin);Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Sportschule im Olympiapark - Poelchau-Schule;BE-16708;Integrierte Sekundarschule;Landessportbund Berlin e.V. (SportJugendBerlin);Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Ferdinand-Freiligrath-Schule (Integrierte Sekundarschule);BE-15886;Integrierte Sekundarschule;Lebenswelt gGmbH (interkulturelle Jugendhilfe);Gemeinnütziger Akteur;Gemeinnütziger Akteur;gGmbH
Carl-Benz-Schule (Integrierte Sekundarschule);BE-16570;Integrierte Sekundarschule;Lehr- und Ökobauhof Niederbarnim e.V.;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Albrecht-Haushofer-Schule;BE-16309;Integrierte Sekundarschule;Lehrbauhof Berlin (Berufsförderungswerk derFachgemeinschaft Bau Berlin und BrandenburgGemeinnützige GmbH);Wirtschaftsakteur;Wirtschaftsakteur;
Anna-Seghers-Schule (Gemeinschaftsschule);BE-15787;Integrierte Sekundarschule;LensWista AG (Kontaktlinsen);Wirtschaftsakteur;Wirtschaftsakteur;
Georg-Weerth-Schule;BE-16099;Integrierte Sekundarschule;Leo-Baeck-Institut Haifa;Gemeinnütziger Akteur;Familien-/Bildungs-/Kulturzentrum;
Evangelische Schule Neukölln (Integrierte Sekundarschule);BE-15764;Integrierte Sekundarschule;Lette-Verein;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Albrecht-von-Graefe-Schule (Integrierte Sekundarschule);BE-16610;Integrierte Sekundarschule;Lichtjugend e.V.;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Hemingway-Schule;BE-15979;Integrierte Sekundarschule;LIFE e.V. (Berufsorientierung);Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Wolfgang-Borchert-Schule (Integrierte Sekundarschule);BE-16767;Integrierte Sekundarschule;LIFE e.V. (Berufsorientierung);Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Julius-Leber-Schule;BE-16582;Integrierte Sekundarschule;lignotec MassivHolz GmbH;Wirtschaftsakteur;Wirtschaftsakteur;
Alexander-Puschkin-Schule;BE-16510;Integrierte Sekundarschule;Linklaters LLP Wirtschaftskanzlei;Wirtschaftsakteur;Wirtschaftsakteur;
Hemingway-Schule;BE-15979;Integrierte Sekundarschule;Lions Club Berlin-Dorotheenstadt;Unbestimmt;Unklar;
